# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 90, mean observations per image: 636.57777777777778
53 0.99158906450784678 -0.043153622927380356 0.11999901835398202 0.022116228674335468 -2.5894834142046479 0.026571045054896977 -0.70436796570294924 52 2320.jpg
54 0.99148377703354862 -0.04333701494218594 0.12094858771016488 0.021289954112345546 -2.7036222124327516 0.021569326066178687 -0.92677202763464317 53 2330.jpg
55 0.99110116662210901 -0.044079918337794413 0.123697446984152 0.021780264673111668 -2.8720328520024001 0.014443527586483524 -1.3605805280847647 55 2350.jpg
56 0.97296212127648152 -0.043409281409621248 0.22320381763931441 0.040501859709219643 -2.96921314724981 0.014691188241170355 -1.7953711709226507 60 2400.jpg
57 0.95679732215604696 -0.043587941534683393 0.2827399124486159 0.051933780685942559 -3.1248863626435646 -0.04285584424825585 -1.594010285304037 61 2410.jpg
58 0.9907541503112417 -0.044886434802963851 0.12592341758553102 0.023123894899187081 -2.8687412091629931 0.012973537861152634 -1.5899044186737055 56 2360.jpg
59 0.98967220773486342 -0.044768394490697028 0.13396020238929648 0.024482162235909835 -2.8375364232556661 0.036012879273598336 -1.7582255044465485 57 2370.jpg
60 0.98348116176499334 -0.04443135280030433 0.17257322174401021 0.031767002984335456 -2.8375327644841035 0.029386752985767664 -1.9065328742447094 59 2390.jpg
61 0.98792297811367613 -0.045090761356055144 0.1456659599698131 0.027503466352609772 -2.808870990485552 0.031486985686990668 -1.877809584585888 58 2380.jpg
62 0.86365083089302896 -0.040149029191730232 0.49473729349790863 0.087922171123707968 -3.4999574848983932 -0.13342927991198236 -0.83023061021852262 65 2450.jpg
63 0.93733862563285963 -0.042601309616091647 0.34031326252479838 0.061386583757556311 -3.2383061540264908 -0.081659900992843343 -1.4098375542754387 62 2420.jpg
64 0.88698369479665817 -0.040260955978652514 0.45275069251527483 0.081583031418872645 -3.430565994647691 -0.11760897494587921 -0.96012791616500215 64 2440.jpg
65 0.91333260833013175 -0.041097228806076462 0.39861986019200107 0.072365540182110902 -3.345271126597591 -0.10422903900940678 -1.1867046923869331 63 2430.jpg
66 0.82764439443317761 -0.037324877418143547 0.5518669242205464 0.095155177685783299 -3.6259002974125201 -0.10518656068473463 -0.79199975711610338 67 2470.jpg
67 0.84330809534083606 -0.03857357149358373 0.52794191671232826 0.092848632154458863 -3.5654035957883758 -0.11593231425651179 -0.78180481794915846 66 2460.jpg
68 0.81973405763639262 -0.035520780647248909 0.56344748087562646 0.096443170769608705 -3.6565310337899541 -0.088995883529918773 -0.96314295752493606 68 2480.jpg
69 0.81014395087389202 -0.033386631681472906 0.57778202488628083 0.093381172651212693 -3.8268537280983059 -0.024373345787774389 -1.8195492477683122 72 2520.jpg
70 0.81265735486744028 -0.03444162102576552 0.57404933064682051 0.094176240660318045 -3.7417497512010875 -0.047732038718282285 -1.6204133143387813 71 2510.jpg
71 0.80770881265866312 -0.034709081295241952 0.58114546932037969 0.093121947561080928 -3.8863049843125248 -0.042393577876387402 -1.971272395511539 73 2530.jpg
72 0.81456666328401728 -0.034064608615921262 0.57113206353329826 0.095545379325131297 -3.6873249290496926 -0.048232580105339845 -1.3936451048634204 70 2500.jpg
73 0.81634304980042283 -0.035437871439873737 0.56851391551150254 0.095499267956019096 -3.6639758414890644 -0.055386431868446495 -1.1854304738456154 69 2490.jpg
74 0.80485643943190599 -0.033729537330030389 0.58530572098488576 0.092117550981665117 -3.9481002888862959 -0.037533102877508086 -2.153181330562334 74 2540.jpg
75 0.80162924818640502 -0.033200939792101695 0.58984475708999606 0.091495401974438589 -4.0053324620900899 -0.014138829906689855 -2.3394242616150809 75 2550.jpg
76 0.7985175159047907 -0.032702826881595745 0.59419303869699525 0.09074654082236927 -4.0524219032039746 -0.01309987730048824 -2.4842956789796977 76 2560.jpg
77 0.79590902039357625 -0.033283137366429939 0.59766791388650842 0.090631830687317116 -4.0989244118847878 -0.042023895931059735 -2.6325247046714315 77 2570.jpg
78 0.79205412611552017 -0.033386338956579685 0.60282011551354742 0.090241465007442082 -4.1667586034680903 -0.040296949165269463 -2.774254185297699 78 2580.jpg
79 0.78640146648657705 -0.032779583386158918 0.61021304880855431 0.090212346630379914 -4.2637258151464499 -0.035156199664564451 -2.8587367338212166 79 2590.jpg
80 0.77941512503372812 -0.032938285580757898 0.61909305539984305 0.090282451048613155 -4.3547296152568045 -0.047229442426223227 -2.8635161068343855 80 2600.jpg
81 0.7736717464048386 -0.033679315325082358 0.62620817681123653 0.09033854010812864 -4.413476582004626 -0.070287002487767397 -2.8181491939422392 81 2610.jpg
82 0.76919902721708044 -0.033849530400642147 0.63169437669051454 0.090273364164273798 -4.454148795297785 -0.090776961132017997 -2.7622700489999441 82 2620.jpg
83 0.76484388877992038 -0.033973960110210762 0.63693350225926271 0.090417418289777229 -4.4787358802292934 -0.10721171517134229 -2.684243507995157 83 2630.jpg
84 0.7595272827928391 -0.035013238054677868 0.64323575634367303 0.090222733361587468 -4.4933964913202535 -0.125361842285939 -2.547390516164219 84 2640.jpg
85 0.75073172859538984 -0.035877423861171528 0.6532973580478294 0.091198926007876713 -4.5106523873157922 -0.14121651792516693 -2.3289086361969775 85 2650.jpg
86 0.73372019804297905 -0.03532852401237218 0.67196442173497317 0.094182706996889604 -4.5562927249523906 -0.16702944011674789 -1.9877194798199258 86 2660.jpg
87 0.60936650790334057 -0.034013276965771014 0.78372363360926323 0.1152945018551671 -4.6150998115892845 -0.3627176235195726 -0.18713549206015634 89 2690.jpg
88 0.66311546336489324 -0.035024218300859271 0.73987206360519153 0.10789122242041919 -4.6488899360004394 -0.28850851386923143 -0.91503710642315161 88 2680.jpg
89 0.70459993775515695 -0.0351124975530204 0.70161374934112086 0.10022069130929526 -4.6159962540921429 -0.21167963314239371 -1.5072662957077596 87 2670.jpg
90 0.54878088241025857 -0.029263550143429518 0.82633291909892492 0.12311415250681323 -4.3886355282520473 -0.36508995934644811 0.7590929070062723 90 2700.jpg
